Time(s),Current(A),Voltage(V),Cycle
19915,11.747172800843593,53.80324990395716,84
19924,9.646779864498848,54.0112588579423,84
19939,9.571993537222479,52.72034651740029,84
19954,11.313269356056242,54.2446782759139,84
19968,10.0883275177767,52.76986393952884,84
19980,10.542641722322687,54.407078005046614,84
19992,8.907110739328884,53.64666768079502,84
20000,-22.667252182348996,47.72337027116401,84
20019,-21.557644875969366,42.62717190533376,84
20026,-17.469290716532367,42.37201447315629,84
20040,-6.794787123454455,44.37925344163233,84
20050,-23.106588904315874,42.99338624778451,84
20066,-15.467928115616202,47.49747637823504,84
20076,-12.43450692534352,42.538467577841665,84
20086,-21.045748548824825,47.08462439546621,84
20099,-7.042424108243377,45.36092156223909,84
20117,-11.213989416962534,44.91338025189888,84
20133,11.188920061861563,53.54182904314829,85
20140,9.475759715240734,52.53011729536469,85
20150,9.573317285466908,54.10908115815592,85
20163,9.593906519443475,52.413321274126815,85
20171,11.936830422695216,54.0538627381109,85
20182,9.46689506158135,53.74724323116058,85
20193,11.133391209989822,53.65891352548586,85
20211,10.20109749586658,52.69415936675079,85
20225,11.196898851256831,52.636861654866145,85
20233,8.138640429305383,51.83699523125624,85
20247,-21.469780179085,47.293335336976554,85
20266,-25.529030507232974,44.86046395129118,85
20279,,43.14458605808606,85
20290,-6.697936199219406,46.302137569998195,85
20302,-6.647991124588337,47.45244063237336,85
20313,-16.96456470231312,44.08216024055716,85
20323,-16.10546824069431,44.53423704332371,85
20341,-20.81114506876623,42.9983705510074,85
20353,-23.1741478754055,42.06532409286183,85
20358,-15.280374208325012,45.99671267473075,85
20374,11.344846920419887,51.98950584798595,86
20392,,52.51987481536242,86
20409,10.92184184805604,52.62595753232443,86
20424,10.759822870233998,54.26233160379144,86
20433,10.031928606570627,52.40003202316191,86
20448,10.559546496421508,53.2550047737596,86
20453,10.313754332567832,52.014051514707916,86
20460,9.107533763445783,52.12170000900689,86
20470,,52.06786452388982,86
20482,9.10707483928699,53.055097443809125,86
20493,-15.40855156091447,44.48488135589024,86
20511,-24.650162953296206,42.75526256605016,86
20524,-17.205008841463968,46.31308344851631,86
20533,-8.459472942868135,42.725018439898555,86
20542,-7.499273987424758,46.39478299415869,86
20547,-25.80793899170421,45.85170108272166,86
20554,-15.483108616536848,41.83248832619727,86
20560,-12.682061912761938,44.315836521609555,86
20579,-25.858080939380496,42.048137602967834,86
20594,-29.252609407033702,42.04466249530313,86
20612,9.64591637761534,53.72091392332779,87
20628,9.34429050059504,54.054342071942145,87
20641,10.909491980829596,53.692345679579404,87
20651,11.67944667726432,53.15345762297254,87
20665,9.97395855840116,52.15874860753729,87
20670,9.602813155723865,53.98726260930569,87
20679,9.66719021457048,53.715497305802806,87
20688,9.007249972318046,51.907215680729074,87
20693,10.983463655878309,53.022282382289085,87
20710,8.638574631922367,51.89597815135401,87
20729,-14.457811027076705,43.640540050729705,87
20734,-24.862363994348158,44.49680834129719,87
20752,-11.698689849278551,45.547223200141296,87
20767,,,87
20783,-10.027325033126242,47.57101665567081,87
20789,-16.215124592183404,45.145478707364134,87
20796,-15.426879474657758,46.852963722339155,87
20805,-11.24560191815446,47.6130596461311,87
20817,-18.144119684721126,47.190943680662095,87
20833,-16.637495064475175,44.0321762258895,87
20845,11.872653939733198,54.08349692126432,88
20860,8.687618401065496,53.71121200852521,88
20873,11.420308898262261,54.09540835747427,88
20885,10.171130713428518,53.700957270692456,88
20891,11.043765084313083,53.241175710140475,88
20904,9.449593315202895,53.252304465934984,88
20914,8.095752923091164,54.14845618174686,88
20925,9.952467088483617,53.182989872465576,88
20938,8.79363337602126,52.68757408956979,88
20953,10.600394324291447,52.7400845141747,88
20961,-17.833464780342393,43.61244905151381,88
20975,-21.023221204066306,45.08461012333653,88
20994,-14.615911683007106,44.441865085719556,88
21006,-17.831717370319147,43.0842557267212,88
21013,-9.319873643183634,45.01822568065943,88
21024,-9.906608581526275,43.4876270563548,88
21029,-9.046715256756087,45.95423628609637,88
21035,-24.409536404650503,46.031268075133426,88
21045,-9.688709004856154,45.07603390114155,88
21056,-12.660553352156647,44.592845357213186,88
21065,9.551862498952149,53.34956382172143,89
21075,9.14386875431453,52.80541536371412,89
21081,9.38405187749298,51.859309223022244,89
21093,11.294239996167455,53.93722498429589,89
21103,10.107362199360724,52.72614107283145,89
21111,9.355095615696515,53.534903059880726,89
21124,10.35040526557582,52.976127989719146,89
21131,9.642730894501227,52.56969406212887,89
21146,11.50583136190049,52.060357935242905,89
21164,9.778481015223303,53.63464311248617,89
21174,-16.61572108651459,42.9552092307263,89
21185,-13.827478611037197,45.556136354099976,89
21201,-24.31726624970067,44.496835066428,89
21219,-9.69936765867513,42.541309148847255,89
21230,-13.153095754005424,43.03900133623325,89
21236,-7.258296259934525,44.707565311175905,89
21255,-11.453655759756487,44.144760488930814,89
21264,-8.498187205714963,46.14930356619884,89
21272,-27.549013858163384,46.79137575182711,89
21285,-22.992389390980783,47.81078819031222,89
21294,8.303476137600564,54.082790721512644,90
21312,9.77132132078112,54.337915967625,90
21323,8.582063423084609,52.41965247343406,90
21335,8.046829381396606,54.029138106635834,90
21340,11.112013589531248,52.87041585421653,90
21358,11.231988241918465,54.34768373703287,90
21367,9.492528767586505,52.05167926361857,90
21379,9.451674656646308,52.7243921426754,90
21390,8.569609080286511,54.065869490187275,90
21408,9.07239076441957,54.059682996761936,90
21424,-19.05141036851088,43.11235051168966,90
21435,-5.063789388322309,47.1532533045726,90
err,-20.28651687674942,44.83400644775691,90
21468,-17.07500579368537,46.439423595586426,90
21487,-25.37979054670384,45.796694612626425,90
21497,-23.285459252566223,45.730313855454554,90
21502,-6.764082237146372,43.394904589443904,90
21515,-24.849818211917935,44.800687938616825,90
21533,-17.702723353603208,47.093543665116115,90
21548,-19.434455641275683,41.90372153891669,90
21566,8.654840125459105,53.94061523639194,91
21584,10.792424585847845,52.86610510489746,91
21592,10.964691850176795,,91
21599,11.403741433230422,52.384529720813234,91
21614,9.267403285561398,52.77474249181965,91
21623,9.703818857154475,52.86250797669006,91
21629,,54.20364010057803,91
21648,8.860993406724946,52.587433944631165,91
21657,10.539433035595525,52.3212968815297,91
21668,8.090174243146928,54.30606292126602,91
21682,-7.8491444368362195,43.335778211879926,91
21695,-24.112863600490897,46.13603527840136,91
21710,-25.2065559053855,46.39864055430631,91
21721,-29.510385019945122,47.306718096825755,91
21726,-5.788469267029626,44.963018152842785,91
21731,-7.673176854206268,47.09488705204624,91
21738,-7.514437714777607,42.60817897464825,91
21743,-18.584545824490185,44.20462604903253,91
21760,-9.13744503839191,,91
21768,-11.30454184159035,46.85597259467822,91
21775,8.429793063612454,54.379687736876726,92
21790,11.777146278712719,52.182560163696884,92
21807,8.049291697175802,53.25335596091616,92
21825,9.853650964046487,53.42368176794129,92
21834,11.316651787937072,54.3036050120475,92
21844,11.398205995437404,53.22772829409636,92
21858,11.959051053341817,53.04795170534959,92
21866,11.615149118973347,54.044959842528215,92
21877,10.709401363670953,51.931485323724445,92
21890,9.55456709954014,53.95365202051998,92
21896,-8.977790393076852,44.35451547437638,92
21910,-25.846135650450353,43.823866786480764,92
21929,-22.975216851877697,46.86039502357754,92
21948,-29.154728234173657,46.143718876348984,92
21965,-5.362893289403413,45.496048629494325,92
21982,-20.012450162640896,47.70677706087713,92
21991,-21.520811372467097,44.64148846851607,92
21999,-14.944182787425923,45.2073017209093,92
22012,-5.539691134891946,45.692479921529184,92
22017,-7.624787544194266,47.309257724306015,92
22033,10.23927412443624,52.43680338475476,93
22042,10.296564390855679,52.38939972413133,93
22056,10.160555394776061,52.14227606944397,93
22062,11.057288562616083,,93
22074,9.971061636087821,52.019891285457895,93
22089,8.268922418408774,52.68395000476196,93
22103,11.735787375966561,52.886815355804295,93
22118,8.886666527713082,52.00076242134236,93
22136,10.066755931856942,53.39546231155037,93
22143,10.331275024138685,52.59645126358018,93
22158,-16.62249782535092,46.40477185880236,93
22167,-18.06389279893788,,93
22175,-24.568426985077462,42.490873412281864,93
22184,-25.950539826360174,45.91867164799013,93
22194,-20.91642313606635,42.89390501763736,93
22211,-11.119858505352667,46.85608443358047,93
22225,-8.351292629672258,44.387870870356124,93
22242,-9.757516226393037,46.90522018166835,93
22261,-25.168643178033694,45.398790022665445,93
22274,-28.561519703163285,45.57226734801738,93
22292,8.813713238598869,53.72899299250669,94
22306,11.681205188918247,52.758279126695825,94
22312,10.202845590664793,52.87733870415411,94
22327,8.895254983809368,51.97878412594133,94
22335,11.147733911479834,54.315239492895955,94
22349,8.302645562438393,53.97421483349525,94
22368,11.977143761170414,54.22722212786636,94
22373,9.021254123300201,52.88612399828933,94
22379,10.175607978309381,52.319439367997724,94
22386,11.148079798210786,53.490054387572464,94
22394,-6.631232200388109,44.3298759473588,94
22399,-21.337977084762326,43.75113895883445,94
22412,-25.509376991693316,46.213760693266224,94
22422,-20.092169548759937,44.5768377825475,94
22430,-13.601558136702483,44.98129123570132,94
22436,-18.375599552699704,43.16797120796581,94
22441,-16.333622725099794,44.03344602160376,94
22455,-6.976715245984913,43.26232337462646,94
22468,-10.712153140301076,46.55614090310192,94
22481,-21.88432390093077,46.17183400245154,94
22488,8.666199166129815,52.067417995815084,95
22507,8.945385803198953,52.18270005649574,95
22522,11.779847071870833,53.95422339232641,95
22534,8.019916613302248,54.36153541378077,95
22541,10.369942914944579,54.34190379441299,95
22550,11.63334387509083,51.89929552133761,95
22562,11.32127372000653,54.18583650502142,95
22571,11.699278124495414,51.99357392738273,95
22579,11.394758529927037,53.57293068901855,95
22596,8.354328486536307,53.44924495613793,95
22614,-19.385266904605885,45.628860681849964,95
22629,-21.66840128038657,44.539458574249565,95
22634,-16.103576028548968,45.951929577211885,95
22650,-29.519286352444837,43.87294462972951,95
22656,-23.57878685539802,45.5550762897688,95
22661,-16.850230743246644,47.541152435307104,95
22667,-10.242041031514738,43.11804034560617,95
22678,-23.111736467157005,45.719081650880426,95
22696,-13.406561195117565,46.657543564916544,95
22702,-11.103906459606002,46.426519223674845,95
22712,9.800417006473525,52.990029411470104,96
22726,8.400273549089276,54.015205163621545,96
22735,10.39136876290312,53.78436475859631,96
22754,10.688396646912317,53.86470080770869,96
22767,9.619860084621227,52.91724422640391,96
22784,9.360724190461347,54.324912972864254,96
22792,8.90822422538356,51.81667510127414,96
22800,9.581538703526661,52.62752422833161,96
22814,9.433041472689926,54.26316881540313,96
22829,8.220153409932468,53.2229773663343,96
22841,-13.77620476766868,44.71944975089457,96
22853,-16.887215818895985,46.41616525778773,96
22869,-20.661258314651608,42.68680016510197,96
22875,-17.693294752191687,47.68324589329731,96
22887,-26.605076505601687,47.801192842014885,96
22899,-7.220984547343768,45.38937898770206,96
22915,-6.354507761632366,43.34462160104372,96
22934,-9.476626471023934,44.417309513307345,96
22952,-7.254867718647809,43.41383585047941,96
22965,-25.742859919291327,46.4624295250002,96
22980,10.249194799654063,53.019176698652124,97
22996,10.110330863915634,52.395474766138676,97
23003,11.18947498930139,52.060361387723894,97
23019,8.209164565840684,52.654952969906965,97
23034,8.464464905607441,53.513777443502136,97
23047,11.358987429855684,54.197073167506964,97
23056,11.240294465447722,52.812879901803015,97
23064,11.828596369961947,54.20515158542111,97
23073,8.674646151983367,52.64749609773737,97
23086,9.539359098779652,51.82545189166269,97
23098,,42.58057157938781,97
23113,-22.018392630335924,47.04925993998144,97
23124,-16.86483767720439,46.13911920468812,97
23129,-29.72893066679379,43.14884321368944,97
23139,-14.40067040860505,46.65951084343661,97
23151,,46.881930723502734,97
23162,-23.895823769577998,43.75066306902471,97
23180,-24.714841819364736,42.24668729385284,97
23192,-20.515125154842494,44.20733045398623,97
23207,-28.642362944904,45.29848560759252,97
23223,8.61331969434262,53.034338923858286,98
23242,8.622129907648965,53.002432964195904,98
23260,8.046740038255349,52.47212297070156,98
23273,9.148325293554956,53.54453319690477,98
23289,9.518683654399268,51.906857293823464,98
23294,11.741490696127054,52.85023628552301,98
23300,8.291471003094493,53.30799242861462,98
23318,10.849532432790372,51.8068833972998,98
23336,11.93234387128378,52.95444470152785,98
23346,9.004150255130822,53.89582381790193,98
23362,-14.62416360011084,46.244868612783634,98
23369,-8.90840884527876,45.58577495643464,98
23381,,44.519445382675976,98
23392,-13.573898670589877,44.96596802517566,98
23402,-26.549757155014767,42.23217283068791,98
23416,-7.576807514650685,47.25588875522543,98
23429,-9.038892347652698,42.81636029633467,98
23444,-26.912129405202005,47.21663214363224,98
23462,-8.086375337225512,47.18602845237247,98
23473,-17.397928034758372,46.169700618933064,98
23492,8.71925125049674,52.04331013244781,99
23498,10.05271176758767,54.29068772868232,99
23506,11.906923412642138,53.017925935478154,99
23516,8.392977289456416,53.13169371812899,99
23525,11.16657649845244,52.71065218111923,99
23541,9.880664664521376,52.69646266308256,99
23560,10.668524532089236,53.69817194988673,99
23567,9.743891593644408,52.35342100635312,99
23572,10.096474883612519,,99
23579,9.235645640988528,52.518836462857635,99
23593,,46.674308682796145,99
23602,-15.330448063528927,45.73486062619978,99
23618,-6.342286100098995,46.085052467658585,99
23636,-25.393668460158445,46.14333374339419,99
23641,-13.93922686713416,46.535301704319885,99
23655,-14.245749036186652,43.26105784012371,99
23662,-9.119983072623526,43.41892455758557,99
23674,-5.09984342228692,43.93730592300129,99
23688,-13.993924770863476,44.417220282032325,99
23693,-17.39794865026918,45.99068651555636,99
23709,10.91507225576283,53.130645759058815,100
23715,11.041283163052526,53.824203076518856,100
23732,11.289557931391784,52.284556103591314,100
23739,9.25307678864475,53.392893220908114,100
23749,11.665711845530844,52.79980892009025,100
23768,10.297774511698236,51.92695875308531,100
23778,9.080485924384275,52.44580702801885,100
23797,11.089505826151616,52.711718373958035,100
23808,11.372531236061773,52.502838487926404,100
23823,9.203361062811247,54.083068323106154,100
23839,-19.74157646238774,45.82300552752349,100
23854,-26.360421129658157,46.794655076463265,100
23862,-20.434578443224936,47.79566696595732,100
23877,-6.515250373472938,47.38113464181,100
23883,-6.203173471873516,43.470290673694215,100
23898,-21.208001158060355,42.77216004016238,100
23913,-20.189924884096712,44.93113283869524,100
23926,-7.224364043015946,43.74596689778154,100
23935,-27.90236335438271,44.90969464459449,100
23941,-6.336054013577108,45.79721835616395,100
23948,8.790214872082586,53.87616440387697,101
23967,8.885562895021204,52.62533070827975,101
23976,8.218558249041216,52.370987006501615,101
23982,11.330827415670395,53.71272012543334,101
23993,10.05488105245081,54.223059821421494,101
23999,9.02156623101266,53.599925107603696,101
24004,9.296974720839508,52.08817610892385,101
24012,8.745547513463574,53.683239792029596,101
24018,8.513182603862765,52.514618271343956,101
24027,10.933191379130413,51.94907208769486,101
24032,-27.694868741665694,46.18948355855629,101
24045,-19.045210730801294,43.19471369348911,101
24059,-7.653097193419043,41.80367378679598,101
24068,-11.7770608191361,44.7608963289217,101
24077,-17.273604767140903,46.12431431783973,101
24087,-16.5292584043891,43.57099990767103,101
24097,-14.123868212089306,46.54790554628393,101
24107,-18.74190826956024,45.569402963382615,101
24121,-27.130665952232786,44.30562529996981,101
24132,-18.296059036723307,47.6410182130132,101
24151,11.342631091120323,52.33027642430671,102
24166,10.67368201076751,54.19471132944104,102
24184,10.152994246430563,52.741744245607585,102
24194,9.916538990221095,52.97627671131907,102
24211,10.555210503219561,53.10541025172758,102
24221,10.75365971193882,53.99087576927195,102
err,10.58012350658491,53.53645926470029,102
24242,9.454867816718032,53.87119421549677,102
24248,11.250932282386001,54.21414896355907,102
24254,9.591116476336577,51.87091228370516,102
24264,-5.552994308677089,45.503231467685495,102
24277,-12.471279777917442,47.45675152332763,102
24291,,42.13452769329723,102
24298,-25.39876811693056,44.19289299591639,102
24306,-20.312214238892608,43.59234688131895,102
24320,-15.273989651784504,46.356281173436784,102
24335,-28.52921675815005,46.40866138296373,102
24348,-11.999719843053754,43.242502240812655,102
24353,-17.690933141209676,45.29946000274912,102
24363,-7.931198338199266,44.307374577283646,102
24378,10.80938722591993,52.39153624699987,103
24387,9.240513072709994,,103
24392,10.65462529743061,53.074166739936345,103
24399,8.293248269629025,51.87008555668139,103
24406,10.528521881904451,53.39914041776934,103
24419,,53.20879548501346,103
24433,11.518966530961862,53.46499176326365,103
24441,9.287921653168976,53.42572987609988,103
24455,10.389246155706894,54.022834476230194,103
24466,9.472425707401133,52.259739649787434,103
24471,-23.751922296628095,42.50769899457572,103
24476,-15.046185052223136,44.14355846832746,103
24494,-7.0611461113441365,45.116689007410656,103
24508,-27.017746250976252,47.280243620638885,103
24522,-18.64629249934091,42.207765873894374,103
24527,,46.97189743999419,103
24537,-18.660584040631793,47.22235813234937,103
24552,-22.19032710606174,44.1882836966647,103
24569,-8.02512315998386,43.308293981239494,103
24580,-19.390853894210757,45.09033651359237,103
24588,9.233769015371813,53.48146758427968,104
24598,8.771965857265604,52.384433753838636,104
24616,11.123392528649767,54.28030026891721,104
24623,11.901087032074928,53.80971644016283,104
24637,8.987607253554547,52.30007833623763,104
24645,11.453247488751195,52.326488686012496,104
24654,11.816912183786023,52.25033742649484,104
24664,11.50731853172453,52.00843932059092,104
24669,11.796254301309336,54.02134065155761,104
24685,11.687131888819632,53.68329574942921,104
24695,-15.447601454380582,45.55393754134741,104
24714,-18.938634802857305,43.90777510321026,104
24730,,44.83197614555829,104
24742,-18.98780868917261,47.661634543931996,104
24752,-26.385875371222454,42.18088293425068,104
24768,-23.164582548646848,47.569279050249605,104
24779,-20.187298675508206,41.9061651459896,104
24791,-24.07664955087059,41.8943237461192,104
24801,-29.558932447570385,47.654598502092306,104
24819,-25.051533274914064,44.05630317790985,104
24827,11.918378536359318,53.7926730508226,105
24835,9.725533456801239,52.69907621747598,105
24852,11.389535698548253,53.777013343378904,105
24866,9.801391186419371,53.88861032094217,105
24881,10.43690271033703,51.91347955841575,105
24897,8.523747120943897,52.96155938296501,105
24908,11.953804759426447,53.99652829910309,105
24922,10.52647233524277,,105
24931,11.21622005585117,53.94493321339528,105
24943,10.794611658389808,52.66570235204358,105
24960,-20.067854664985624,42.485847452368205,105
24977,-29.323596425916044,46.52083627810324,105
24984,-20.650779372665976,44.468584752170266,105
25001,-27.532210147868167,45.213640445625465,105
25013,-19.751986675359714,46.589512972449846,105
25026,-19.085108822581944,46.46131697017881,105
25042,-16.4830152484762,46.67230719586212,105
25059,-12.095317571386598,41.8889980469649,105
25064,-15.918765819444697,46.52969739246334,105
err,-19.997506601573956,43.91086837596057,105
25098,9.280768226569451,52.592929164303264,106
25105,11.532157750818616,52.689825800662575,106
25118,10.248476944940336,53.32429433304893,106
25125,8.59143984280262,52.25083249508684,106
err,9.567460403391117,53.97208761133534,106
25137,8.41055716862773,54.2907833116569,106
25149,11.08459579267514,52.96867415680884,106
25161,10.396041757824044,,106
25169,9.374104508736831,,106
25179,9.229626036153249,54.10629879244527,106
25194,-10.40789740622792,47.40002400243627,106
25200,-6.07324946921862,44.63375214264284,106
25217,-10.19372693938286,43.9967690841416,106
25224,-25.335337710098052,46.12669380113402,106
25230,-26.084288764944244,45.48514744609709,106
25236,-8.170086503368498,46.282190824725404,106
25245,-12.126751109923664,46.81355635051002,106
25263,-16.61059020984417,42.657031458237654,106
25277,-19.831777758458664,,106
25291,-29.65004841110674,43.38144612738211,106
25309,11.026701954872602,52.089960221237,107
25319,10.01209132253117,54.02358843674808,107
25327,11.429995144980072,52.334998104322594,107
25335,10.188636486458241,52.72481760449874,107
25340,,54.17268386253936,107
25347,8.79860262353689,54.169996996411896,107
25362,9.187015933695367,52.29428748661273,107
25374,8.014735460258951,52.20303761548033,107
25381,8.115384501336013,53.627239193137406,107
25399,10.934932767694555,51.963535621380785,107
25407,-6.920579450245807,45.511023906153696,107
25424,-12.53662650535243,47.239207488818124,107
25443,-22.88681628573919,45.51309968768859,107
25458,-10.96219408862682,42.26416279461391,107
25467,-12.907844891360437,45.002774785636525,107
25479,-20.37047059400453,41.87267530344104,107
25493,-15.081642848955576,46.19556377173362,107
25506,-11.283066593909727,45.18071979715446,107
25524,-26.038076930573634,46.98451299245532,107
25529,-19.274093627203225,42.89598386366094,107
25543,11.177460481576452,51.9037985513073,108
25550,10.238737569630064,53.211307978729266,108
25556,8.355579501738651,52.650432642750594,108
25573,10.888765826644104,,108
25590,8.414428009303979,54.17698724984132,108
25596,11.836603756009001,51.98942158267371,108
25611,11.55807401084257,54.32901613366182,108
25625,10.130670625694538,53.79859956613229,108
25640,9.099123332315287,52.3196048209423,108
25647,10.431718394512949,53.90684389239314,108
25659,-21.08346878557572,43.372166616752864,108
25666,-5.561554718483983,44.66761671424369,108
25682,-28.4894393146449,45.913763555100616,108
25687,-18.58910255734952,47.493493553226095,108
25698,-9.71354955343196,46.26841224539696,108
25713,-6.175880306941341,44.27212358983609,108
25720,-15.780952272499583,42.471645073234235,108
25737,-19.64990354898749,42.95303972390529,108
25742,-24.38444479564452,42.69554474333783,108
25758,-27.636847731995385,47.01757338986143,108
25776,,51.84014607082774,109
25787,9.249174915281543,53.84620117299657,109
25792,9.389456837713409,52.17660946928287,109
25805,10.426850052770575,54.03440192926868,109
25812,9.917898763968559,52.804796478458485,109
25817,10.359590613705574,52.27585507454444,109
25834,10.084711676388284,54.097248872738554,109
25839,8.940359710899655,52.760364432930736,109
25858,10.354909214742976,54.200430185898796,109
25869,10.815670660736,51.87685745029445,109
25883,-24.80214102295583,47.675248386070955,109
25888,-16.539045692567754,45.160898379146296,109
25907,-20.371622130874076,45.675460461467615,109
25926,-12.794767599918856,44.687571309582594,109
25934,-28.04248522265658,44.17924281384033,109
25944,-14.31674470733705,44.82749578340184,109
25956,,44.57202941171576,109
25967,-29.24632184939434,42.65369129311206,109
25982,-22.379909112093,45.5240484200726,109
25999,-27.99325400015163,,109
26016,9.162432913340982,53.8642176735146,110
26032,8.41989162501541,53.737497661033075,110
26048,11.894193682039043,54.03699652612122,110
26064,10.124091888299692,53.93822352737454,110
26075,10.436682722222555,53.4515193197887,110
26089,10.701306353645125,53.444124654558536,110
26097,11.589535163073666,52.43202736698569,110
26108,8.639158405772395,52.58007143256373,110
26114,9.764383830414138,53.91420780389368,110
26122,8.37418303044219,53.76837467461869,110
26136,-25.065636728867133,42.07140032435609,110
26147,-6.997835069837027,44.244921326219675,110
26158,-6.317186809811915,43.69589958025594,110
26169,-25.043320040183197,44.586051941352736,110
26180,,43.4299945735527,110
26197,,42.68203685883358,110
26214,-18.107250227380383,45.63161346736779,110
26219,-19.10378156235561,44.88406189218085,110
26237,-22.939947370566024,46.09719556892061,110
26248,-5.7605655324089895,46.584947737171646,110
26267,10.016833588126842,54.12498736704765,111
26272,9.178660849963691,53.76085452644121,111
26283,9.270138759744874,54.147446369079496,111
26293,11.926333338875175,53.04031782728759,111
26304,,53.143669288085704,111
26322,10.739344619510586,52.43976078662796,111
26337,9.701061919529991,53.5359603213821,111
26352,10.40367115133519,52.35185373470221,111
26360,11.310245137400049,,111
26366,8.005902520264842,53.42399788754733,111
26375,-8.280783561418684,43.706553780073065,111
26385,-16.497906493918084,46.27064494542791,111
26399,-22.57086860812775,42.69885394434852,111
26417,-13.026795324778913,47.15195015334138,111
26426,-16.74466641991671,46.54493604708061,111
26433,-15.292247146362804,46.37911278490593,111
26446,-26.64868744914299,42.95901335006893,111
26461,-18.2701272377486,43.973610834818636,111
26475,-13.057209888729147,42.176996462342714,111
26493,-5.91773184023409,46.25630818916019,111
26507,9.872895670313826,52.111478112591726,112
26512,10.758392085182445,52.25145442148121,112
26526,10.836636739980841,54.09442473995718,112
26534,8.45187712928443,53.59063696773742,112
26552,10.922959072209007,52.986312638084534,112
26558,11.610852761307221,54.17678617535602,112
26577,11.289063989120447,52.96138269587809,112
26583,10.31672602735741,,112
26598,9.876285870733941,53.53941728876858,112
26608,8.03741689213992,53.9930159882794,112
26614,-18.651366950512113,44.93038511289702,112
26619,-5.671397372380085,44.487956797913085,112
26632,-20.662766302954385,42.04167052530096,112
26640,-28.09896969602516,43.401048345741714,112
26646,-9.112298513956521,42.41186363488978,112
26657,-6.899247635136291,47.486339845244004,112
26672,-27.75063254091719,45.5347614377657,112
26679,-28.66797612694841,47.379757672217956,112
26693,-12.002482563806154,44.89536725399436,112
26708,-25.376363972075296,46.90478901326832,112
26721,10.894806924638644,53.00603540063756,113
26731,11.189867080353702,52.911599455093814,113
26738,11.05572750466461,53.19686048392572,113
26745,8.619390086630446,51.81370339750157,113
26753,11.787890929550016,52.379492405629165,113
26769,10.338903398934054,52.25295899201179,113
26778,11.765751802544862,54.07750769535783,113
26791,8.499527275883208,53.987122502847264,113
26803,9.015602521886219,53.906878234370566,113
26808,10.223664191920887,53.15055788850008,113
26818,-7.8829716937034995,46.18768940840882,113
26829,-16.442552887124634,45.9688529923972,113
26836,-14.78740504909805,,113
26846,-27.605114612808833,47.370695133930866,113
26859,-16.97151221772701,47.28118856685949,113
26872,-26.889096482997804,41.92539083091668,113
26890,-12.885723691209183,46.242250518795856,113
26908,-15.009907725777742,45.25821438365279,113
26923,-9.604637270113852,46.99248917717733,113
26941,-13.814517249187553,46.677109873776025,113
26950,9.496630049857291,52.65223910812807,114
err,11.700912065381681,53.22245052660434,114
26987,10.620251149563789,53.05705216278511,114
27006,8.030619834261152,54.07823601290802,114
27021,8.238653480727688,52.13334891773509,114
27029,9.077181217385776,53.20203555648371,114
27047,8.903419212446376,52.78454845563831,114
27055,10.058447795011851,51.91035856193175,114
27073,9.325039860764566,53.98546280908909,114
27088,9.505629888628215,53.13907422477801,114
27098,-17.81554032731148,43.06543539559213,114
27104,-28.130005905042083,44.31772623664,114
27110,-14.300326654032654,42.767646301009506,114
27126,-6.660282686844063,44.010000155636625,114
27145,-28.168487376660778,44.81855738730551,114
27162,-25.40838708524015,44.93749545923302,114
27171,-12.90432153173208,46.07249698959309,114
27189,-21.831100238501307,,114
27194,-24.873817725933087,44.43978652018249,114
27205,-15.461742587513534,46.444177545529584,114
27224,9.542937945640737,53.77586340005019,115
27238,9.504095081574299,53.221284984229875,115
27249,9.267575824291175,52.622578718756756,115
27255,9.331484222265564,53.49583466929553,115
27262,8.567495287821618,54.304721457494644,115
27268,10.945354362965274,53.597680705055446,115
27281,10.03038669650861,52.62834161218365,115
27287,9.277485366500256,51.87179895598643,115
27295,10.624321165878502,53.355261561624125,115
27305,10.480573738136657,54.12126798672642,115
27322,-5.601422739030685,46.784290202065286,115
27331,-18.835881779224305,46.784841559385555,115
27339,-27.29758091355855,45.64438320843519,115
27347,-18.07017068505449,44.92311512025581,115
27356,-20.864601294677115,44.00072855404534,115
27369,-29.517227198715634,42.64964579672466,115
27375,-16.175524623239827,44.75899158418773,115
27391,-10.637613666322498,47.315963078604376,115
27398,-14.207141239919173,45.86560280481829,115
27414,-10.702583166321169,46.56923522723911,115
27426,11.50447271335777,52.61815715894499,116
27440,9.389617699238004,,116
27451,8.20840598475108,54.123714199885875,116
27470,8.886638065036973,52.94006012916754,116
27484,8.877959159647048,52.219166006518265,116
27491,11.43397956041315,51.78082700549796,116
27500,9.613520291304589,53.38474687986492,116
27505,11.443157132840721,52.535981225199485,116
27524,8.559643559571137,51.87893226758192,116
27531,9.004980726544131,53.34180963379339,116
27538,-29.510649393579655,41.958760148719136,116
27543,-29.77988271254644,47.293809854281605,116
27559,-10.060706151775186,46.97618584253246,116
err,-19.48169750521251,46.88338949882677,116
27577,-6.5920224921886685,42.39788588421763,116
27589,-13.119509373212765,41.93721018978938,116
27605,-16.40720508110791,43.769293745431696,116
27611,,44.340830191193085,116
27618,-20.506417869596753,46.463860548286135,116
27637,-13.749597081412777,45.45946883246425,116
27656,10.295937767534127,52.92754443472502,117
27664,8.602612335770521,51.86645456615531,117
27673,11.661644821708919,52.705939882047666,117
27686,9.7605660426596,52.525789756663265,117
27694,10.359931174989871,51.76628278489564,117
27700,8.213446379119317,51.97042814915192,117
