Time(s),Current(A),Voltage(V),Cycle,dt_s,current_avg,dCap_mAh,Cumulative_Capacity_mAh,Status
21948.0,-29.154728234173657,46.14371887634898,92.0,19.0,-26.06497254302566,-137.56513286596876,-22316.475666607,Discharge
21965.0,-5.362893289403413,45.496048629494325,92.0,17.0,-17.25881076178852,-81.4999397084458,-22397.975606315445,Discharge
21982.0,-20.012450162640896,47.70677706087713,92.0,17.0,-12.68767172602214,-59.91400537288233,-22457.889611688326,Discharge
21991.0,-21.520811372467097,44.64148846851607,92.0,9.0,-20.766630767553984,-51.91657691888496,-22509.80618860721,Discharge
21999.0,-14.944182787425923,45.2073017209093,92.0,8.0,-18.232497079946498,-40.516660177658885,-22550.32284878487,Discharge
22012.0,-5.539691134891946,45.692479921529184,92.0,13.0,-10.24193696115892,-36.984772359740546,-22587.30762114461,Discharge
22017.0,-7.624787544194266,47.309257724306015,92.0,5.0,-6.582239339543092,-9.14199908269874,-22596.449620227308,Discharge
22033.0,10.23927412443624,52.43680338475476,93.0,16.0,1.3072432901210016,5.809970178315563,-22590.639650048994,Charge
22042.0,10.29656439085568,52.38939972413133,93.0,9.0,10.267919257645975,25.669798144114935,-22564.96985190488,Charge
22056.0,10.16055539477606,52.14227606944397,93.0,14.0,10.228559892815884,39.77773291650622,-22525.192118988372,Charge
22074.0,9.97106163608782,52.019891285457895,93.0,18.0,10.065808515431954,50.32904257715977,-22474.863076411213,Charge
22089.0,8.268922418408774,52.68395000476196,93.0,15.0,9.119992027248312,37.9999667802013,-22436.863109631013,Charge
22103.0,11.73578737596656,52.886815355804295,93.0,14.0,10.002354897187681,38.89804682239653,-22397.965062808616,Charge
22118.0,8.886666527713082,52.00076242134236,93.0,15.0,10.311226951839835,42.96344563266598,-22355.00161717595,Charge
22136.0,10.066755931856942,53.39546231155037,93.0,18.0,9.476711229785026,47.38355614892513,-22307.618061027024,Charge
22143.0,10.331275024138684,52.59645126358018,93.0,7.0,10.199015477997827,19.83141898499577,-22287.78664204203,Charge
22158.0,-16.62249782535092,46.40477185880236,93.0,15.0,-3.1456114006061036,-13.1067141691921,-22300.89335621122,Discharge
22175.0,-24.568426985077465,42.49087341228186,93.0,17.0,-20.595462405214178,-97.25635024684473,-22398.149706458065,Discharge
22184.0,-25.95053982636017,45.91867164799013,93.0,9.0,-25.259483405718804,-63.148708514297006,-22461.298414972363,Discharge
22194.0,-20.91642313606635,42.89390501763736,93.0,10.0,-23.433481481213246,-65.09300411448125,-22526.391419086845,Discharge
22211.0,-11.119858505352669,46.85608443358047,93.0,17.0,-16.018140820709494,-75.64122054223928,-22602.032639629084,Discharge
22225.0,-8.351292629672258,44.38787087035613,93.0,14.0,-9.735575567512448,-37.8605716514373,-22639.89321128052,Discharge
22242.0,-9.757516226393037,46.90522018166835,93.0,17.0,-9.054404428032633,-42.75690979904299,-22682.65012107956,Discharge
22261.0,-25.16864317803369,45.398790022665445,93.0,19.0,-17.46307970221335,-92.16625398390379,-22774.816375063467,Discharge
22274.0,-28.561519703163285,45.57226734801738,93.0,13.0,-26.865081440598473,-97.01279409105004,-22871.829169154516,Discharge
22292.0,8.813713238598869,53.72899299250669,94.0,18.0,-9.873903232282194,-49.369516161410964,-22921.19868531593,Discharge
22306.0,11.681205188918248,52.75827912669583,94.0,14.0,10.247459213758573,39.85123027572778,-22881.347455040202,Charge
22312.0,10.202845590664792,52.87733870415411,94.0,6.0,10.942025389791535,18.236708982985892,-22863.110746057217,Charge
22327.0,8.895254983809368,51.97878412594133,94.0,15.0,9.549050287237094,39.78770953015456,-22823.32303652706,Charge
22335.0,11.147733911479834,54.31523949289596,94.0,8.0,10.021494447644615,22.26998766143248,-22801.05304886563,Charge
22349.0,8.302645562438393,53.97421483349525,94.0,14.0,9.725189736959127,37.8201823103966,-22763.232866555234,Charge
22368.0,11.977143761170414,54.22722212786636,94.0,19.0,10.139894661804417,53.51611071507887,-22709.716755840156,Charge
22373.0,9.0212541233002,52.88612399828933,94.0,5.0,10.49919894223532,14.582220753104613,-22695.13453508705,Charge
22379.0,10.17560797830938,52.31943936799773,94.0,6.0,9.598431050804804,15.997385084674672,-22679.137150002374,Charge
22386.0,11.148079798210786,53.490054387572464,94.0,7.0,10.661843888260098,20.731363116061303,-22658.405786886313,Charge
22394.0,-6.631232200388109,44.3298759473588,94.0,8.0,2.2584237989113527,5.018719553136339,-22653.387067333177,Charge
22399.0,-21.33797708476233,43.75113895883445,94.0,5.0,-13.984604642575205,-19.42306200357667,-22672.810129336754,Discharge
22412.0,-25.50937699169332,46.213760693266224,94.0,13.0,-23.423677038227808,-84.58550041582265,-22757.395629752576,Discharge
22422.0,-20.092169548759937,44.5768377825475,94.0,10.0,-22.800773270226614,-63.33548130618504,-22820.73111105876,Discharge
22430.0,-13.601558136702485,44.98129123570132,94.0,8.0,-16.846863842731196,-37.43747520606932,-22858.16858626483,Discharge
22436.0,-18.375599552699704,43.16797120796581,94.0,6.0,-15.98857884470108,-26.64763140783513,-22884.816217672666,Discharge
22441.0,-16.333622725099794,44.03344602160376,94.0,5.0,-17.354611138899735,-24.10362658180519,-22908.91984425447,Discharge
22455.0,-6.976715245984913,43.26232337462646,94.0,14.0,-11.655168985542339,-45.32565716599799,-22954.245501420468,Discharge
22468.0,-10.712153140301076,46.55614090310192,94.0,13.0,-8.84443419314298,-31.93823458634965,-22986.183736006817,Discharge
22481.0,-21.88432390093077,46.17183400245154,94.0,13.0,-16.29823852061591,-58.85475021333524,-23045.038486220154,Discharge
22488.0,8.666199166129815,52.067417995815084,95.0,7.0,-6.609062367400464,-12.85095460327868,-23057.889440823434,Discharge
22507.0,8.945385803198953,52.18270005649574,95.0,19.0,8.805792484664398,46.47501589128433,-23011.41442493215,Charge
22522.0,11.779847071870831,53.95422339232641,95.0,15.0,10.362616437534907,43.17756848972878,-22968.23685644242,Charge
22534.0,8.019916613302248,54.36153541378077,95.0,12.0,9.899881842586554,32.999606141955184,-22935.237250300466,Charge
22541.0,10.36994291494458,54.34190379441299,95.0,7.0,9.19492976412343,17.879030096906668,-22917.35822020356,Charge
22550.0,11.63334387509083,51.89929552133761,95.0,9.0,11.00164339501772,27.5041084875443,-22889.854111716017,Charge
22562.0,11.32127372000653,54.18583650502142,95.0,12.0,11.477308797548694,38.25769599182898,-22851.596415724187,Charge
22571.0,11.699278124495414,51.99357392738273,95.0,9.0,11.510275922250987,28.775689805627465,-22822.82072591856,Charge
22579.0,11.394758529927037,53.57293068901855,95.0,8.0,11.54701832721124,25.66004072713609,-22797.160685191422,Charge
22596.0,8.354328486536307,53.44924495613793,95.0,17.0,9.874543508231685,46.62978878887185,-22750.53089640255,Charge
22614.0,-19.385266904605885,45.628860681849964,95.0,18.0,-5.515469209034776,-27.57734604517388,-22778.108242447724,Discharge
22629.0,-21.66840128038657,44.539458574249565,95.0,15.0,-20.526834092496212,-85.5284753854009,-22863.636717833124,Discharge
22634.0,-16.103576028548968,45.951929577211885,95.0,5.0,-18.885988654467752,-26.230539797871877,-22889.867257630995,Discharge
22650.0,-29.51928635244484,43.87294462972951,95.0,16.0,-22.81143119049689,-101.38413862443062,-22991.251396255426,Discharge
22656.0,-23.57878685539802,45.5550762897688,95.0,6.0,-26.549036603921415,-44.248394339869016,-23035.499790595295,Discharge
22661.0,-16.850230743246644,47.541152435307104,95.0,5.0,-20.214508799322317,-28.075706665725438,-23063.57549726102,Discharge
22667.0,-10.242041031514738,43.11804034560617,95.0,6.0,-13.546135887380677,-22.57689314563446,-23086.152390406653,Discharge
22678.0,-23.111736467157005,45.719081650880426,95.0,11.0,-16.67688874933586,-50.957160067415124,-23137.109550474066,Discharge
22696.0,-13.406561195117565,46.657543564916544,95.0,18.0,-18.25914883113727,-91.29574415568636,-23228.405294629752,Discharge
22702.0,-11.103906459606002,46.426519223674845,95.0,6.0,-12.255233827361769,-20.425389712269613,-23248.83068434202,Discharge
22712.0,9.800417006473523,52.9900294114701,96.0,10.0,-0.6517447265662248,-1.8104020182395135,-23250.64108636026,Discharge
22726.0,8.400273549089276,54.015205163621545,96.0,14.0,9.100345277781415,35.39023163581662,-23215.250854724443,Charge
22735.0,10.39136876290312,53.78436475859631,96.0,9.0,9.395821155996213,23.489552889990534,-23191.761301834453,Charge
22754.0,10.688396646912317,53.86470080770869,96.0,19.0,10.539882704907733,55.627158720346365,-23136.134143114108,Charge
22767.0,9.619860084621228,52.91724422640391,96.0,13.0,10.154128365766788,36.66768576526895,-23099.46645734884,Charge
22784.0,9.360724190461347,54.324912972864254,96.0,17.0,9.490292137541303,44.815268427278376,-23054.65118892156,Charge
22792.0,8.90822422538356,51.81667510127414,96.0,8.0,9.134474207922468,20.29883157316104,-23034.3523573484,Charge
22800.0,9.58153870352666,52.62752422833161,96.0,8.0,9.244881464455123,20.544181032122495,-23013.80817631628,Charge
22814.0,9.433041472689926,54.26316881540313,96.0,14.0,9.507290088108306,36.97279478708786,-22976.835381529192,Charge
22829.0,8.220153409932468,53.2229773663343,96.0,15.0,8.826597441311211,36.77748933879672,-22940.057892190394,Charge
22841.0,-13.77620476766868,44.71944975089457,96.0,12.0,-2.778025678868092,-9.260085596226974,-22949.31797778662,Discharge
22853.0,-16.887215818895985,46.41616525778773,96.0,12.0,-15.331710293282319,-51.105700977607725,-23000.42367876423,Discharge
22869.0,-20.661258314651608,42.68680016510197,96.0,16.0,-18.774237066773782,-83.4410536301057,-23083.864732394337,Discharge
22875.0,-17.693294752191687,47.68324589329731,96.0,6.0,-19.177276533421633,-31.96212755570272,-23115.82685995004,Discharge
22887.0,-26.605076505601687,47.801192842014885,96.0,12.0,-22.149185628896674,-73.8306187629889,-23189.65747871303,Discharge
22899.0,-7.220984547343768,45.38937898770206,96.0,12.0,-16.913030526472713,-56.37676842157571,-23246.034247134605,Discharge
22915.0,-6.354507761632366,43.34462160104372,96.0,16.0,-6.787746154488053,-30.16776068661357,-23276.20200782122,Discharge
22934.0,-9.476626471023934,44.41730951330735,96.0,19.0,-7.915567116328136,-41.776604225065164,-23317.978612046285,Discharge
22952.0,-7.254867718647809,43.41383585047941,96.0,18.0,-8.365747094835857,-41.82873547417928,-23359.807347520466,Discharge
22965.0,-25.742859919291327,46.4624295250002,96.0,13.0,-16.498863818969554,-59.579230457390054,-23419.386577977857,Discharge
22980.0,10.249194799654065,53.019176698652124,97.0,15.0,-7.746832559818617,-32.27846899924424,-23451.6650469771,Discharge
22996.0,10.110330863915634,52.39547476613868,97.0,16.0,10.179762831784863,45.24339036348828,-23406.421656613613,Charge
23003.0,11.18947498930139,52.06036138772389,97.0,7.0,10.649902926608526,20.70814457951658,-23385.713512034097,Charge
23019.0,8.209164565840684,52.654952969906965,97.0,16.0,9.699319777571052,43.10808790031578,-23342.60542413378,Charge
23034.0,8.464464905607441,53.513777443502136,97.0,15.0,8.336814735724076,34.736728065516985,-23307.868696068264,Charge
23047.0,11.358987429855684,54.19707316750696,97.0,13.0,9.911726167731576,35.792344494586246,-23272.07635157368,Charge
23056.0,11.240294465447722,52.812879901803015,97.0,9.0,11.299640947651717,28.24910236912929,-23243.82724920455,Charge
23064.0,11.828596369961948,54.20515158542111,97.0,8.0,11.534445417704848,25.632100928232994,-23218.195148276318,Charge
23073.0,8.674646151983367,52.64749609773737,97.0,9.0,10.251621260972673,25.62905315243168,-23192.566095123886,Charge
23086.0,9.539359098779652,51.82545189166269,97.0,13.0,9.107002625381524,32.88639836943328,-23159.679696754454,Charge
23113.0,-22.018392630335924,47.04925993998144,97.0,27.0,-6.239516765778122,-46.796375743335915,-23206.47607249779,Discharge
23124.0,-16.86483767720439,46.13911920468812,97.0,11.0,-19.441615153770144,-59.404935192075435,-23265.881007689866,Discharge
23129.0,-29.72893066679379,43.14884321368944,97.0,5.0,-23.296884171999075,-32.356783572220934,-23298.237791262087,Discharge
23139.0,-14.40067040860505,46.65951084343661,97.0,10.0,-22.064800537699405,-61.29111260472057,-23359.52890386681,Discharge
23162.0,-23.895823769578,43.75066306902471,97.0,23.0,-19.148247089091512,-122.33602306919578,-23481.864926936003,Discharge
23180.0,-24.714841819364736,42.24668729385284,97.0,18.0,-24.305332794471354,-121.52666397235677,-23603.39159090836,Discharge
23192.0,-20.515125154842494,44.20733045398623,97.0,12.0,-22.6149834871036,-75.38327829034533,-23678.774869198704,Discharge
23207.0,-28.642362944904,45.29848560759252,97.0,15.0,-24.57874404987323,-102.41143354113845,-23781.186302739843,Discharge
23223.0,8.61331969434262,53.034338923858286,98.0,16.0,-10.014521625280675,-44.508985001247446,-23825.69528774109,Discharge
23242.0,8.622129907648965,53.002432964195904,98.0,19.0,8.61772480099581,45.4824364497001,-23780.21285129139,Charge
23260.0,8.046740038255349,52.47212297070156,98.0,18.0,8.334434972952174,41.672174864760876,-23738.54067642663,Charge
23273.0,9.148325293554956,53.54453319690477,98.0,13.0,8.597532665905169,31.04664573799089,-23707.49403068864,Charge
23289.0,9.518683654399268,51.90685729382346,98.0,16.0,9.33350447397713,41.48224210656502,-23666.011788582073,Charge
23294.0,11.741490696127054,52.85023628552301,98.0,5.0,10.630087175263178,14.764009965643304,-23651.24777861643,Charge
23300.0,8.291471003094493,53.30799242861462,98.0,6.0,10.01648084961079,16.694134749351317,-23634.55364386708,Charge
23318.0,10.849532432790372,51.8068833972998,98.0,18.0,9.570501717942449,47.852508589712244,-23586.701135277366,Charge
23336.0,11.93234387128378,52.95444470152785,98.0,18.0,11.390938152037092,56.954690760185464,-23529.74644451718,Charge
23346.0,9.004150255130822,53.89582381790193,98.0,10.0,10.468247063207318,29.07846406446477,-23500.667980452716,Charge
23362.0,-14.62416360011084,46.244868612783634,98.0,16.0,-2.810006672489993,-12.488918544399969,-23513.156898997117,Discharge
23369.0,-8.90840884527876,45.58577495643464,98.0,7.0,-11.766286222694784,-22.87888987746208,-23536.03578887458,Discharge
23392.0,-13.573898670589877,44.96596802517566,98.0,23.0,-11.241153757934303,-71.81848234235805,-23607.854271216936,Discharge
23402.0,-26.549757155014767,42.23217283068791,98.0,10.0,-20.061827912802308,-55.72729975778418,-23663.581570974722,Discharge
23416.0,-7.576807514650685,47.25588875522543,98.0,14.0,-17.06328233483271,-66.35720907990499,-23729.93878005463,Discharge
23429.0,-9.038892347652698,42.81636029633467,98.0,13.0,-8.307849931151676,-30.000569195825495,-23759.939349250453,Discharge
23444.0,-26.912129405202005,47.21663214363224,98.0,15.0,-17.975510876427336,-74.89796198511391,-23834.837311235566,Discharge
23462.0,-8.086375337225512,47.18602845237247,98.0,18.0,-17.499252371213743,-87.49626185606871,-23922.333573091633,Discharge
23473.0,-17.397928034758372,46.16970061893306,98.0,11.0,-12.742151685991926,-38.934352373864215,-23961.267925465498,Discharge
23492.0,8.71925125049674,52.04331013244781,99.0,19.0,-4.3393383921308,-22.90206373624589,-23984.169989201742,Discharge
23498.0,10.05271176758767,54.29068772868232,99.0,6.0,9.385981509042221,15.643302515070369,-23968.526686686673,Charge
23506.0,11.906923412642138,53.01792593547816,99.0,8.0,10.97981759011492,24.39959464469982,-23944.127092041974,Charge
23516.0,8.392977289456416,53.13169371812899,99.0,10.0,10.149950351049293,28.194306530692483,-23915.932785511282,Charge
23525.0,11.16657649845244,52.71065218111923,99.0,9.0,9.779776893954445,24.449442234886114,-23891.483343276395,Charge
23541.0,9.880664664521376,52.69646266308256,99.0,16.0,10.523620581486924,46.77164702883077,-23844.711696247563,Charge
23560.0,10.668524532089236,53.69817194988673,99.0,19.0,10.274594598305322,54.22702704661142,-23790.484669200952,Charge
23567.0,9.743891593644408,52.35342100635312,99.0,7.0,10.206208062866839,19.845404566685524,-23770.63926463427,Charge
23579.0,9.235645640988528,52.51883646285764,99.0,12.0,9.489768617316484,31.632562057721607,-23739.006702576546,Charge
23602.0,-15.330448063528928,45.73486062619978,99.0,23.0,-3.0474012112701843,-19.46950773867062,-23758.476210315217,Discharge
23618.0,-6.342286100098995,46.085052467658585,99.0,16.0,-10.836367081813947,-48.16163147472866,-23806.637841789947,Discharge
23636.0,-25.393668460158445,46.14333374339419,99.0,18.0,-15.867977280128706,-79.33988640064354,-23885.97772819059,Discharge
23641.0,-13.93922686713416,46.535301704319885,99.0,5.0,-19.666447663646288,-27.31451064395318,-23913.292238834543,Discharge
23655.0,-14.245749036186652,43.26105784012371,99.0,14.0,-14.092487951660392,-54.80411981201264,-23968.096358646555,Discharge
23662.0,-9.119983072623526,43.41892455758557,99.0,7.0,-11.682866054405075,-22.716683994676533,-23990.81304264123,Discharge
23674.0,-5.09984342228692,43.93730592300129,99.0,12.0,-7.109913247455209,-23.699710824850694,-24014.512753466082,Discharge
23688.0,-13.993924770863476,44.417220282032325,99.0,14.0,-9.546884096575184,-37.12677148668127,-24051.639524952763,Discharge
23693.0,-17.39794865026918,45.99068651555636,99.0,5.0,-15.695936710566313,-21.799912098008765,-24073.439437050773,Discharge
23709.0,10.91507225576283,53.130645759058815,100.0,16.0,-3.24143819725316,-14.406391987791823,-24087.845829038564,Discharge
23715.0,11.041283163052526,53.824203076518856,100.0,6.0,10.978177709407692,18.29696284901282,-24069.54886618955,Charge
23732.0,11.289557931391784,52.284556103591314,100.0,17.0,11.165420547222169,52.72559702854913,-24016.823269161003,Charge
23739.0,9.25307678864475,53.392893220908114,100.0,7.0,10.27131736001828,19.97200597781332,-23996.85126318319,Charge
23749.0,11.665711845530844,52.79980892009025,100.0,10.0,10.45939431708781,29.053873103021697,-23967.79739008017,Charge
23768.0,10.297774511698236,51.92695875308531,100.0,19.0,10.981743178614554,57.95920010935459,-23909.838189970815,Charge
23778.0,9.080485924384275,52.44580702801885,100.0,10.0,9.68913021804127,26.914250605670194,-23882.923939365144,Charge
23797.0,11.089505826151616,52.71171837395804,100.0,19.0,10.08499587526796,53.22636711946979,-23829.697572245674,Charge
23808.0,11.372531236061771,52.5028384879264,100.0,11.0,11.231018531106708,34.317001067270496,-23795.380571178404,Charge
23823.0,9.203361062811249,54.08306832310616,100.0,15.0,10.287946149436525,42.86644228931886,-23752.514128889085,Charge
23839.0,-19.74157646238774,45.82300552752349,100.0,16.0,-5.269107699788231,-23.41825644350325,-23775.932385332588,Discharge
23854.0,-26.36042112965816,46.79465507646327,100.0,15.0,-23.050998796022938,-96.04582831676224,-23871.97821364935,Discharge
23862.0,-20.434578443224936,47.79566696595732,100.0,8.0,-23.397499786441536,-51.99444396987008,-23923.97265761922,Discharge
23877.0,-6.515250373472938,47.38113464181,100.0,15.0,-13.474914408348923,-56.145476701453845,-23980.118134320674,Discharge
23883.0,-6.203173471873516,43.470290673694215,100.0,6.0,-6.359211922673213,-10.598686537788689,-23990.716820858463,Discharge
23898.0,-21.208001158060355,42.77216004016238,100.0,15.0,-13.705587314966921,-57.10661381236217,-24047.823434670823,Discharge
23913.0,-20.189924884096712,44.93113283869524,100.0,15.0,-20.69896302107852,-86.24567925449384,-24134.069113925318,Discharge
23926.0,-7.224364043015946,43.74596689778154,100.0,13.0,-13.707144463556315,-49.49802167395335,-24183.56713559927,Discharge
23935.0,-27.90236335438271,44.90969464459449,100.0,9.0,-17.563363698699312,-43.90840924674828,-24227.47554484602,Discharge
23941.0,-6.336054013577108,45.79721835616395,100.0,6.0,-17.119208683979895,-28.532014473299828,-24256.00755931932,Discharge
23948.0,8.790214872082586,53.87616440387697,101.0,7.0,1.2270804292527533,2.3859897235470204,-24253.621569595776,Charge
23967.0,8.885562895021204,52.62533070827975,101.0,19.0,8.837888883551908,46.64441355207952,-24206.977156043697,Charge
23976.0,8.218558249041216,52.370987006501615,101.0,9.0,8.552060572031223,21.380151430078058,-24185.597004613617,Charge
23982.0,11.330827415670395,53.71272012543334,101.0,6.0,9.77469283235582,16.291154720593035,-24169.305849893026,Charge
23993.0,10.05488105245081,54.22305982142149,101.0,11.0,10.692854234060617,32.67261015962966,-24136.633239733397,Charge
23999.0,9.02156623101266,53.599925107603696,101.0,6.0,9.538223641731749,15.89703940288625,-24120.73620033051,Charge
24004.0,9.296974720839508,52.08817610892385,101.0,5.0,9.159270475926098,12.721208994341803,-24108.014991336167,Charge
24012.0,8.745547513463574,53.6832397920296,101.0,8.0,9.021261117151555,20.047246927003453,-24087.967744409165,Charge
24018.0,8.513182603862765,52.51461827134396,101.0,6.0,8.629365058663183,14.382275097771972,-24073.585469311394,Charge
24027.0,10.933191379130411,51.94907208769486,101.0,9.0,9.723186991496602,24.307967478741503,-24049.277501832654,Charge
24032.0,-27.69486874166569,46.18948355855629,101.0,5.0,-8.380838681267626,-11.640053723982813,-24060.917555556636,Discharge
24045.0,-19.04521073080129,43.19471369348911,101.0,13.0,-23.370039736233476,-84.39181015862088,-24145.309365715257,Discharge
24059.0,-7.653097193419043,41.80367378679598,101.0,14.0,-13.349153962110151,-51.913376519317254,-24197.222742234575,Discharge
24068.0,-11.7770608191361,44.7608963289217,101.0,9.0,-9.715079006277556,-24.287697515693893,-24221.51043975027,Discharge
24077.0,-17.273604767140903,46.12431431783973,101.0,9.0,-14.525332793138485,-36.313331982846215,-24257.823771733114,Discharge
24087.0,-16.5292584043891,43.57099990767103,101.0,10.0,-16.901431585764985,-46.9484210715694,-24304.772192804685,Discharge
24097.0,-14.123868212089306,46.54790554628393,101.0,10.0,-15.326563308239187,-42.57378696733108,-24347.345979772017,Discharge
24107.0,-18.74190826956024,45.569402963382615,101.0,10.0,-16.43288824082476,-45.64691178006877,-24392.992891552087,Discharge
24121.0,-27.130665952232786,44.30562529996981,101.0,14.0,-22.936287110896497,-89.19667209793081,-24482.18956365002,Discharge
24132.0,-18.296059036723307,47.6410182130132,101.0,11.0,-22.71336249447803,-69.40194095534953,-24551.59150460537,Discharge
24151.0,11.342631091120325,52.33027642430671,102.0,19.0,-3.476713972801475,-18.34932374534112,-24569.94082835071,Discharge
24166.0,10.67368201076751,54.19471132944104,102.0,15.0,11.008156550943934,45.86731896226639,-24524.073509388443,Charge
24184.0,10.152994246430564,52.74174424560759,102.0,18.0,10.413338128599054,52.066690642995276,-24472.00681874545,Charge
24194.0,9.916538990221095,52.97627671131907,102.0,10.0,10.034766618325847,27.874351717571795,-24444.132467027877,Charge
24211.0,10.55521050321956,53.10541025172758,102.0,17.0,10.235874746720343,48.336075192846074,-24395.796391835032,Charge
24221.0,10.75365971193882,53.99087576927195,102.0,10.0,10.654435107579205,29.595653076608905,-24366.200738758424,Charge
24242.0,9.454867816718032,53.87119421549677,102.0,21.0,10.104263764328442,58.941538625249244,-24307.259200133176,Charge
24248.0,11.250932282386,54.21414896355907,102.0,6.0,10.352900049552032,17.254833415920054,-24290.004366717258,Charge
24254.0,9.591116476336577,51.87091228370516,102.0,6.0,10.421024379361304,17.368373965602174,-24272.635992751657,Charge
24264.0,-5.552994308677089,45.503231467685495,102.0,10.0,2.01906108382976,5.608503010638222,-24267.02748974102,Charge
24277.0,-12.471279777917442,47.45675152332763,102.0,13.0,-9.01213704329725,-32.543828211906735,-24299.571317952927,Discharge
24298.0,-25.39876811693056,44.19289299591639,102.0,21.0,-18.935023947423986,-110.45430635997324,-24410.0256243129,Discharge
24306.0,-20.312214238892608,43.59234688131895,102.0,8.0,-22.855491177911567,-50.78998039535904,-24460.81560470826,Discharge
24320.0,-15.273989651784504,46.356281173436784,102.0,14.0,-17.79310194533854,-69.19539645409432,-24530.011001162355,Discharge
24335.0,-28.52921675815005,46.40866138296373,102.0,15.0,-21.90160320496726,-91.2566800206969,-24621.267681183053,Discharge
24348.0,-11.999719843053754,43.242502240812655,102.0,13.0,-20.264468300601884,-73.17724664106235,-24694.444927824115,Discharge
24353.0,-17.690933141209676,45.29946000274912,102.0,5.0,-14.845326492131699,-20.618509016849583,-24715.063436840966,Discharge
24363.0,-7.931198338199266,44.307374577283646,102.0,10.0,-12.811065739704455,-35.58629372140126,-24750.649730562367,Discharge
24378.0,10.80938722591993,52.39153624699987,103.0,15.0,1.4390944438603483,5.996226849418118,-24744.65350371295,Charge
24392.0,10.65462529743061,53.074166739936345,103.0,14.0,10.732006261675286,41.73557990651501,-24702.917923806435,Charge
24399.0,8.293248269629025,51.87008555668139,103.0,7.0,9.473936783529833,18.42154374575245,-24684.496380060682,Charge
24406.0,10.528521881904451,53.39914041776934,103.0,7.0,9.410885075766753,18.298943202879798,-24666.1974368578,Charge
24433.0,11.518966530961862,53.46499176326365,103.0,27.0,11.023744206433172,82.67808154824878,-24583.519355309552,Charge
24441.0,9.287921653168976,53.42572987609988,103.0,8.0,10.403444092065435,23.118764649034297,-24560.40059066052,Charge
24455.0,10.389246155706894,54.022834476230194,103.0,14.0,9.83858390443795,38.2611596283698,-24522.13943103215,Charge
24466.0,9.472425707401133,52.25973964978744,103.0,11.0,9.930835931554029,30.344220901970644,-24491.795210130178,Charge
24471.0,-23.75192229662809,42.50769899457572,103.0,5.0,-7.1397482946134625,-9.916317075852032,-24501.71152720603,Discharge
24476.0,-15.046185052223136,44.14355846832746,103.0,5.0,-19.3990536744256,-26.94313010336889,-24528.6546573094,Discharge
24494.0,-7.0611461113441365,45.116689007410656,103.0,18.0,-11.05366558178362,-55.268327908918096,-24583.922985218316,Discharge
24508.0,-27.01774625097625,47.280243620638885,103.0,14.0,-17.039446181160173,-66.264512926734,-24650.18749814505,Discharge
24522.0,-18.64629249934091,42.20776587389437,103.0,14.0,-22.83201937515856,-88.79118645894995,-24738.978684604,Discharge
24537.0,-18.660584040631797,47.22235813234937,103.0,15.0,-18.65343826998633,-77.72265945827637,-24816.701344062276,Discharge
24552.0,-22.19032710606174,44.1882836966647,103.0,15.0,-20.42545557334675,-85.10606488894479,-24901.80740895122,Discharge
24569.0,-8.02512315998386,43.30829398123949,103.0,17.0,-15.10772513302278,-71.34203535038536,-24973.149444301605,Discharge
24580.0,-19.39085389421076,45.09033651359237,103.0,11.0,-13.70798852709729,-41.885520499463944,-25015.03496480107,Discharge
24588.0,9.233769015371813,53.48146758427968,104.0,8.0,-5.078542439419454,-11.285649865376566,-25026.32061466645,Discharge
24598.0,8.771965857265604,52.38443375383864,104.0,10.0,9.002867436318727,25.007965100885354,-25001.312649565563,Charge
24616.0,11.123392528649768,54.28030026891721,104.0,18.0,9.947679192957706,49.73839596478853,-24951.574253600775,Charge
24623.0,11.901087032074928,53.80971644016283,104.0,7.0,11.512239780362368,22.384910684037937,-24929.189342916736,Charge
24637.0,8.987607253554547,52.30007833623763,104.0,14.0,10.444347142814756,40.616905555390716,-24888.572437361345,Charge
24645.0,11.453247488751195,52.326488686012496,104.0,8.0,10.22042737115289,22.712060824784203,-24865.860376536562,Charge
24654.0,11.816912183786023,52.25033742649484,104.0,9.0,11.635079836268629,29.087699590671573,-24836.77267694589,Charge
24664.0,11.50731853172453,52.00843932059092,104.0,10.0,11.662115357755297,32.394764882653604,-24804.377912063235,Charge
24669.0,11.796254301309336,54.02134065155761,104.0,5.0,11.651786416516952,16.18303668960688,-24788.19487537363,Charge
24685.0,11.687131888819632,53.68329574942921,104.0,16.0,11.741693095064504,52.185302644731124,-24736.009572728897,Charge
24695.0,-15.447601454380582,45.55393754134741,104.0,10.0,-1.8802347827804553,-5.222874396612376,-24741.23244712551,Discharge
24714.0,-18.938634802857305,43.90777510321026,104.0,19.0,-17.193118128618924,-90.74145678993321,-24831.97390391544,Discharge
24742.0,-18.98780868917261,47.661634543932,104.0,28.0,-18.963221746014938,-147.4917246912273,-24979.465628606667,Discharge
24752.0,-26.38587537122245,42.18088293425068,104.0,10.0,-22.68684203019751,-63.01900563943753,-25042.484634246106,Discharge
24768.0,-23.164582548646848,47.569279050249605,104.0,16.0,-24.77522895993463,-110.11212871082057,-25152.596762956928,Discharge
24779.0,-20.18729867550821,41.9061651459896,104.0,11.0,-21.67594061207751,-66.23204075912572,-25218.828803716053,Discharge
